"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","job_category","State"
"1427",21,"WA","ASIAN COUNSELING AND REFERRAL SERVICE",10,"Community and Social Service Occupations","Washington"
"1428",21,"WA","A.P.P.L.E. CONSULTING",3,"Community and Social Service Occupations","Washington"
"1429",21,"WA","CHINESE INFORMATION AND SERVICE CENTER",3,"Community and Social Service Occupations","Washington"
"1430",21,"WA","ENTRE HERMANOS",2,"Community and Social Service Occupations","Washington"
"1431",21,"WA","NORTH STAR OFFICES, LLC",2,"Community and Social Service Occupations","Washington"
"1432",21,"WI","CHRYSALIS INC",2,"Community and Social Service Occupations","Wisconsin"
"1433",21,"WI","MARQUETTE UNIVERSITY",1,"Community and Social Service Occupations","Wisconsin"
"1434",21,"WI","SCHOLAR GUILD CONSULTING LLC",1,"Community and Social Service Occupations","Wisconsin"
"1435",21,"WI","UNIVERSITY OF WISCONSIN-MADISON",1,"Community and Social Service Occupations","Wisconsin"
"1436",23,"AL","SASSER, SEFTON BROWN, P.C",2,"Legal Occupations","Alabama"
"1437",23,"AZ","SCHMEISER, OLSEN WATTS LLP",7,"Legal Occupations","Arizona"
"1438",23,"AZ","LORENZ KOPF, LLP",2,"Legal Occupations","Arizona"
"1439",23,"AZ","ALLIANCE DEFENDING FREEDOM",1,"Legal Occupations","Arizona"
"1440",23,"AZ","CHASTAIN LEGAL GROUP, PLLC",1,"Legal Occupations","Arizona"
"1441",23,"AZ","CIMA LAW GROUP PC",1,"Legal Occupations","Arizona"
"1442",23,"CA","WILSON SONSINI GOODRICH ROSATI, PC",39,"Legal Occupations","California"
"1443",23,"CA","GOOGLE LLC",19,"Legal Occupations","California"
"1444",23,"CA","ORRICK, HERRINGTON SUTCLIFFE LLP",10,"Legal Occupations","California"
"1445",23,"CA","PAUL HASTINGS LLP",10,"Legal Occupations","California"
"1446",23,"CA","COOLEY LLP",9,"Legal Occupations","California"
"1447",23,"CO","AIRPUSH INC",1,"Legal Occupations","Colorado"
"1448",23,"CO","EDEN INNOVATIONS LLC",1,"Legal Occupations","Colorado"
"1449",23,"CO","LAW OFFICE OF DAVID ANDERSON LLC",1,"Legal Occupations","Colorado"
"1450",23,"CO","LAW OFFICE OF DAVID W. ANDERSON LLC",1,"Legal Occupations","Colorado"
"1451",23,"CO","MARINA INC",1,"Legal Occupations","Colorado"
"1452",23,"CT","WITHERS BERGMAN LLP",3,"Legal Occupations","Connecticut"
"1453",23,"CT","AIRCASTLE ADVISOR LLC",1,"Legal Occupations","Connecticut"
"1454",23,"CT","BOOKING HOLDINGS INC",1,"Legal Occupations","Connecticut"
"1455",23,"CT","DAY PITNEY LLP",1,"Legal Occupations","Connecticut"
"1456",23,"CT","GARTNER, INC",1,"Legal Occupations","Connecticut"
"1457",23,"DC","COVINGTON BURLING LLP",11,"Legal Occupations","District of Columbia"
"1458",23,"DC","MORGAN, LEWIS BOCKIUS LLP",9,"Legal Occupations","District of Columbia"
"1459",23,"DC","ARNOLD PORTER KAYE SCHOLER LLP",8,"Legal Occupations","District of Columbia"
"1460",23,"DC","HOGAN LOVELLS US LLP",5,"Legal Occupations","District of Columbia"
"1461",23,"DC","VENABLE LLP",5,"Legal Occupations","District of Columbia"
"1462",23,"DE","BLACKROCK FINANCIAL MANAGEMENT, INC",3,"Legal Occupations","Delaware"
"1463",23,"DE","BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A",1,"Legal Occupations","Delaware"
"1464",23,"DE","HECKLER FRABIZZIO, P.A",1,"Legal Occupations","Delaware"
"1465",23,"DE","PRICKETT, JONES ELLIOTT, P.A",1,"Legal Occupations","Delaware"
"1466",23,"DE","YOUNG CONAWAY STARGATT TAYLOR, LLP",1,"Legal Occupations","Delaware"
"1467",23,"FL","ALBERTO N. MORIS, P.A",4,"Legal Occupations","Florida"
"1468",23,"FL","BIG DATA SERVICES",4,"Legal Occupations","Florida"
"1469",23,"FL","AKERMAN LLP",2,"Legal Occupations","Florida"
"1470",23,"FL","ERICK MAGNO, P.L",2,"Legal Occupations","Florida"
"1471",23,"FL","FLEITAS PLLC",2,"Legal Occupations","Florida"
"1472",23,"GA","MORRIS, MANNING MARTIN LLP",3,"Legal Occupations","Georgia"
"1473",23,"GA","SMITH, GAMBRELL RUSSELL, LLP",3,"Legal Occupations","Georgia"
"1474",23,"GA","TROUTMAN SANDERS LLP",3,"Legal Occupations","Georgia"
"1475",23,"GA","WANG ASSOCIATES, P.C",3,"Legal Occupations","Georgia"
"1476",23,"GA","ALSTON BIRD LLP",2,"Legal Occupations","Georgia"
"1477",23,"HI","CASE LOMBARDI PETTIT LAW CORPORATION",1,"Legal Occupations","Hawaii"
"1478",23,"IA","STATE OF IOWA DEPARTMENT OF JUSTICE",1,"Legal Occupations","Iowa"
"1479",23,"IL","SIDLEY AUSTIN (US) LLP",18,"Legal Occupations","Illinois"
"1480",23,"IL","WINSTON STRAWN LLP",7,"Legal Occupations","Illinois"
"1481",23,"IL","BRINKS, GILSON LIONE",5,"Legal Occupations","Illinois"
"1482",23,"IL","KATTEN MUCHIN ROSENMAN LLP",4,"Legal Occupations","Illinois"
"1483",23,"IL","BAKER MCKENZIE LLP",3,"Legal Occupations","Illinois"
"1484",23,"IN","HUNT SUEDHOFF KALAMAROS LLP",1,"Legal Occupations","Indiana"
"1485",23,"KS","KERNS LAW GROUP",1,"Legal Occupations","Kansas"
"1486",23,"KS","UNITEDLEX CORPORATION",1,"Legal Occupations","Kansas"
"1487",23,"LA","TAGGART MORTON LLC",3,"Legal Occupations","Louisiana"
"1488",23,"LA","STEVEN PSARELLIS, APLC",1,"Legal Occupations","Louisiana"
"1489",23,"MA","GOODWIN PROCTER, LLP",38,"Legal Occupations","Massachusetts"
"1490",23,"MA","ROPES GRAY LLP",22,"Legal Occupations","Massachusetts"
"1491",23,"MA","WILMER CUTLER PICKERING HALE AND DORR LLP",7,"Legal Occupations","Massachusetts"
"1492",23,"MA","AUGEN LAW OFFICES, PC",4,"Legal Occupations","Massachusetts"
"1493",23,"MA","GOODWIN PROCTER LLP",4,"Legal Occupations","Massachusetts"
"1494",23,"MD","DLA PIPER LLP (US)",24,"Legal Occupations","Maryland"
"1495",23,"MD","GROSSMAN YOUNG HAMMOND, LLC",2,"Legal Occupations","Maryland"
"1496",23,"MD","LAW OFFICES OF CAMPOS ASSOCIATES, LLC",2,"Legal Occupations","Maryland"
"1497",23,"MD","OFFICE OF THE PUBLIC DEFENDER",2,"Legal Occupations","Maryland"
"1498",23,"MD","SINORICA, LLC",2,"Legal Occupations","Maryland"
"1499",23,"MI","HUDSON LEGAL GROUP, PC",5,"Legal Occupations","Michigan"
"1500",23,"MI","BUTZEL LONG, PROFESSIONAL CORPORATION",3,"Legal Occupations","Michigan"
"1501",23,"MI","DICKINSON WRIGHT PLLC",2,"Legal Occupations","Michigan"
"1502",23,"MI","HONIGMAN LLP",2,"Legal Occupations","Michigan"
"1503",23,"MI","ANTONE, CASAGRANDE ADWERS, P.C",1,"Legal Occupations","Michigan"
"1504",23,"MN","FISH RICHARDSON P.C",9,"Legal Occupations","Minnesota"
"1505",23,"MN","DORSEY WHITNEY LLP",5,"Legal Occupations","Minnesota"
"1506",23,"MN","CEIBA FORTE LAW FIRM PLLC",2,"Legal Occupations","Minnesota"
"1507",23,"MN","FREDRIKSON BYRON, P.A",2,"Legal Occupations","Minnesota"
"1508",23,"MN","SCHWEGMAN LUNDBERG WOESSNER, P.A",2,"Legal Occupations","Minnesota"
"1509",23,"MO","AMERICAN IMMIGRATION LAW GROUP LLC",1,"Legal Occupations","Missouri"
"1510",23,"MO","ARMSTRONG TEASDALE LLP",1,"Legal Occupations","Missouri"
"1511",23,"MO","BROWN JAMES, P.C",1,"Legal Occupations","Missouri"
"1512",23,"MO","BRYAN CAVE LEIGHTON PAISNER LLP",1,"Legal Occupations","Missouri"
"1513",23,"MO","ELECTRONIC EXPRESS U.S. INC",1,"Legal Occupations","Missouri"
"1514",23,"MS","FORMAN WATKINS KRUTZ LLP",2,"Legal Occupations","Mississippi"
"1515",23,"NC","GENETRON HEALTH TECHNOLOGIES INC",2,"Legal Occupations","North Carolina"
"1516",23,"NC","BANK OF AMERICA N.A",1,"Legal Occupations","North Carolina"
"1517",23,"NC","BOFA SECURITIES, INC",1,"Legal Occupations","North Carolina"
"1518",23,"NC","LEND LEASE US SERVICES, INC",1,"Legal Occupations","North Carolina"
"1519",23,"NC","MERRILL LYNCH",1,"Legal Occupations","North Carolina"
"1520",23,"NE","KOLEY JESSEN P.C., L.L.O",1,"Legal Occupations","Nebraska"
"1521",23,"NE","KUTAK ROCK LLP",1,"Legal Occupations","Nebraska"
"1522",23,"NH","NEW HAMPSHIRE PUBLIC DEFENDER",1,"Legal Occupations","New Hampshire"
"1523",23,"NH","SEGWAY INC",1,"Legal Occupations","New Hampshire"
"1524",23,"NJ","ERNST YOUNG U.S. LLP",5,"Legal Occupations","New Jersey"
"1525",23,"NJ","SONG LAW FIRM LLC",4,"Legal Occupations","New Jersey"
"1526",23,"NJ","NOKIA OF AMERICA CORPORATION",3,"Legal Occupations","New Jersey"
"1527",23,"NJ","ALEXANDER F. DUKE P.C",2,"Legal Occupations","New Jersey"
"1528",23,"NJ","BACHI.TECH CORPORATION",2,"Legal Occupations","New Jersey"
"1529",23,"NV","BAYRAMOGLU LAW OFFICES LLC",4,"Legal Occupations","Nevada"
"1530",23,"NV","IMMIGRATION LAW OFFICE OF JON ERIC GARDE ASSOC PC",1,"Legal Occupations","Nevada"
"1531",23,"NV","REYNOLDS CAPITAL MANAGEMENT LLC",1,"Legal Occupations","Nevada"
"1532",23,"NY","KIRKLAND ELLIS LLP",72,"Legal Occupations","New York"
"1533",23,"NY","SIMPSON THACHER BARTLETT LLP",40,"Legal Occupations","New York"
"1534",23,"NY","DAVIS POLK WARDWELL LLP",34,"Legal Occupations","New York"
"1535",23,"NY","SULLIVAN CROMWELL LLP",33,"Legal Occupations","New York"
"1536",23,"NY","LATHAM WATKINS LLP",32,"Legal Occupations","New York"
"1537",23,"OH","SQUIRE PATTON BOGGS (US) LLP",7,"Legal Occupations","Ohio"
"1538",23,"OH","THOMPSON HINE LLP",2,"Legal Occupations","Ohio"
"1539",23,"OH","WOOD LAMPING LLP",2,"Legal Occupations","Ohio"
"1540",23,"OH","DINSMORE SHOHL LLP",1,"Legal Occupations","Ohio"
"1541",23,"OH","FUYAO GLASS AMERICA INC",1,"Legal Occupations","Ohio"
"1542",23,"OR","SAIF CORPORATION",1,"Legal Occupations","Oregon"
"1543",23,"OR","SCHWABE, WILLIAMSON WYATT, PC",1,"Legal Occupations","Oregon"
"1544",23,"PA","DECHERT LLP",12,"Legal Occupations","Pennsylvania"
"1545",23,"PA","REED SMITH LLP",8,"Legal Occupations","Pennsylvania"
"1546",23,"PA","K&L GATES LLP",6,"Legal Occupations","Pennsylvania"
"1547",23,"PA","COHEN GRIGSBY, P.C",3,"Legal Occupations","Pennsylvania"
"1548",23,"PA","PEPPER HAMILTON LLP",3,"Legal Occupations","Pennsylvania"
"1549",23,"SC","NELSON MULLINS RILEY SCARBOROUGH LLP",4,"Legal Occupations","South Carolina"
"1550",23,"SC","NELSON MULLINS RILEY SCARBOROUGH, LLP",1,"Legal Occupations","South Carolina"
"1551",23,"SC","SCHAEFFLER GROUP USA, INC",1,"Legal Occupations","South Carolina"
"1552",23,"TN","PILLSBURY WINTHROP SHAW PITTMAN LLP",15,"Legal Occupations","Tennessee"
"1553",23,"TN","UBS AG",3,"Legal Occupations","Tennessee"
"1554",23,"TN","UBS BUSINESS SOLUTIONS US LLC",3,"Legal Occupations","Tennessee"
"1555",23,"TN","BAKER, DONELSON, BEARMAN, CALDWELL BERKOWITZ, PC",2,"Legal Occupations","Tennessee"
"1556",23,"TN","WANG LAW GROUP PLLC",2,"Legal Occupations","Tennessee"
"1557",23,"TX","ZHANG ASSOCIATES, P.C",6,"Legal Occupations","Texas"
"1558",23,"TX","ZHANG AND ASSOCIATES, PC",5,"Legal Occupations","Texas"
"1559",23,"TX","GEORGE R. WILLY P.C",4,"Legal Occupations","Texas"
"1560",23,"TX","KING SPALDING LLP",4,"Legal Occupations","Texas"
"1561",23,"TX","AZARMEHR ASSOCIATES P.C",3,"Legal Occupations","Texas"
"1562",23,"UT","UTAH CRIME VICTIMS LEGAL CLINIC",2,"Legal Occupations","Utah"
"1563",23,"UT","NEARMAP US, INC",1,"Legal Occupations","Utah"
"1564",23,"UT","WILNER O'REILLY, APLC",1,"Legal Occupations","Utah"
"1565",23,"VA","LAW OFFICES OF RAKESH MEHROTRA",9,"Legal Occupations","Virginia"
"1566",23,"VA","BIZFLOW CORP",3,"Legal Occupations","Virginia"
"1567",23,"VA","CHENG YUN LAW PLLC",3,"Legal Occupations","Virginia"
"1568",23,"VA","HUNTON ANDREWS KURTH LLP",3,"Legal Occupations","Virginia"
"1569",23,"VA","BBI LAW GROUP, P.C",2,"Legal Occupations","Virginia"
"1570",23,"WA","AMAZON.COM SERVICES, INC",36,"Legal Occupations","Washington"
"1571",23,"WA","DEHKHODA QADRI, INC",2,"Legal Occupations","Washington"
"1572",23,"WA","LANE POWELL PC",2,"Legal Occupations","Washington"
"1573",23,"WA","AEON LAW, PLLC",1,"Legal Occupations","Washington"
"1574",23,"WA","AMPACC LAW GROUP, PLLC",1,"Legal Occupations","Washington"
"1575",23,"WI","FOLEY LARDNER LLP",4,"Legal Occupations","Wisconsin"
"1576",23,"WI","FEWI DEVELOPMENT CORPORATION",1,"Legal Occupations","Wisconsin"
"1577",23,"WI","MATTHIESEN, WICKERT LEHRER, S.C",1,"Legal Occupations","Wisconsin"
"1578",23,"WI","ZETLEY LAW OFFICES, S.C",1,"Legal Occupations","Wisconsin"
"1579",25,"AK","UNIVERSITY OF ALASKA",7,"Educational Instruction and Library Occupations","Alaska"
"1580",25,"AK","ANCHORAGE SCHOOL DISTRICT",4,"Educational Instruction and Library Occupations","Alaska"
"1581",25,"AK","ALEUTIANS EAST BOROUGH SCHOOL DISTRICT",1,"Educational Instruction and Library Occupations","Alaska"
"1582",25,"AK","YAKUTAT SCHOOL DISTRICT",1,"Educational Instruction and Library Occupations","Alaska"
"1583",25,"AL","THE UNIVERSITY OF ALABAMA AT BIRMINGHAM",63,"Educational Instruction and Library Occupations","Alabama"
"1584",25,"AL","THE UNIVERSITY OF ALABAMA",37,"Educational Instruction and Library Occupations","Alabama"
"1585",25,"AL","AUBURN UNIVERSITY",34,"Educational Instruction and Library Occupations","Alabama"
"1586",25,"AL","UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION (UAHSF)",19,"Educational Instruction and Library Occupations","Alabama"
"1587",25,"AL","UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION, PC",16,"Educational Instruction and Library Occupations","Alabama"
"1588",25,"AR","UNIVERSITY OF ARKANSAS",21,"Educational Instruction and Library Occupations","Arkansas"
"1589",25,"AR","GLOBAL TEACHERS SOLUTIONS LLC",10,"Educational Instruction and Library Occupations","Arkansas"
"1590",25,"AR","ARKANSAS STATE UNIVERSITY",8,"Educational Instruction and Library Occupations","Arkansas"
"1591",25,"AR","LITTLE SCHOLARS OF ARKANSAS",8,"Educational Instruction and Library Occupations","Arkansas"
"1592",25,"AR","UNIVERSITY OF CENTRAL ARKANSAS",7,"Educational Instruction and Library Occupations","Arkansas"
"1593",25,"AZ","ARIZONA STATE UNIVERSITY",60,"Educational Instruction and Library Occupations","Arizona"
"1594",25,"AZ","THE UNIVERSITY OF ARIZONA",37,"Educational Instruction and Library Occupations","Arizona"
"1595",25,"AZ","DOUGLAS UNIFIED SCHOOL DISTRICT #27",12,"Educational Instruction and Library Occupations","Arizona"
"1596",25,"AZ","ROOSEVELT SCHOOL DISTRICT #66",10,"Educational Instruction and Library Occupations","Arizona"
"1597",25,"AZ","SAN CARLOS UNIFIED SCHOOL DISTRICT #20",10,"Educational Instruction and Library Occupations","Arizona"
"1598",25,"CA","THE UNIVERSITY OF SOUTHERN CALIFORNIA",74,"Educational Instruction and Library Occupations","California"
"1599",25,"CA","UNIVERSITY OF CALIFORNIA, LOS ANGELES",42,"Educational Instruction and Library Occupations","California"
"1600",25,"CA","THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR. UNIVERSITY",40,"Educational Instruction and Library Occupations","California"
"1601",25,"CA","UNIVERSITY OF CALIFORNIA, IRVINE",35,"Educational Instruction and Library Occupations","California"
"1602",25,"CA","UNIVERSITY OF CALIFORNIA, DAVIS",33,"Educational Instruction and Library Occupations","California"
"1603",25,"CO","DENVER PUBLIC SCHOOLS DISTRICT 1",65,"Educational Instruction and Library Occupations","Colorado"
"1604",25,"CO","UNIVERSITY OF COLORADO",48,"Educational Instruction and Library Occupations","Colorado"
"1605",25,"CO","COLORADO STATE UNIVERSITY",17,"Educational Instruction and Library Occupations","Colorado"
"1606",25,"CO","UNIVERSITY OF DENVER",12,"Educational Instruction and Library Occupations","Colorado"
"1607",25,"CO","ROARING FORK SCHOOL DISTRICT RE-1",6,"Educational Instruction and Library Occupations","Colorado"
"1608",25,"CT","YALE UNIVERSITY",64,"Educational Instruction and Library Occupations","Connecticut"
"1609",25,"CT","UNIVERSITY OF CONNECTICUT",48,"Educational Instruction and Library Occupations","Connecticut"
"1610",25,"CT","SOUTHERN CONNECTICUT STATE UNIVERSITY",8,"Educational Instruction and Library Occupations","Connecticut"
"1611",25,"CT","UNIVERSITY OF CONNECTICUT HEALTH CENTER",8,"Educational Instruction and Library Occupations","Connecticut"
"1612",25,"CT","CENTRAL CONNECTICUT STATE UNIVERSITY",6,"Educational Instruction and Library Occupations","Connecticut"
"1613",25,"DC","DISTRICT OF COLUMBIA PUBLIC SCHOOLS",26,"Educational Instruction and Library Occupations","District of Columbia"
"1614",25,"DC","GEORGETOWN UNIVERSITY",24,"Educational Instruction and Library Occupations","District of Columbia"
"1615",25,"DC","THE GEORGE WASHINGTON UNIVERSITY",17,"Educational Instruction and Library Occupations","District of Columbia"
"1616",25,"DC","THE HOWARD UNIVERSITY",12,"Educational Instruction and Library Occupations","District of Columbia"
"1617",25,"DC","AMERICAN UNIVERSITY",9,"Educational Instruction and Library Occupations","District of Columbia"
"1618",25,"DE","UNIVERSITY OF DELAWARE",18,"Educational Instruction and Library Occupations","Delaware"
"1619",25,"DE","CAESAR RODNEY SCHOOL DISTRICT",4,"Educational Instruction and Library Occupations","Delaware"
"1620",25,"DE","ODYSSEY CHARTER SCHOOL",4,"Educational Instruction and Library Occupations","Delaware"
"1621",25,"DE","DELAWARE STATE UNIVERSITY",3,"Educational Instruction and Library Occupations","Delaware"
"1622",25,"DE","APPOQUINIMINK SCHOOL DISTRICT",1,"Educational Instruction and Library Occupations","Delaware"
"1623",25,"FL","UNIVERSITY OF FLORIDA",143,"Educational Instruction and Library Occupations","Florida"
"1624",25,"FL","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY",41,"Educational Instruction and Library Occupations","Florida"
"1625",25,"FL","UNIVERSITY OF CENTRAL FLORIDA",33,"Educational Instruction and Library Occupations","Florida"
"1626",25,"FL","FLORIDA INTERNATIONAL UNIVERSITY",30,"Educational Instruction and Library Occupations","Florida"
"1627",25,"FL","UNIVERSITY OF SOUTH FLORIDA",30,"Educational Instruction and Library Occupations","Florida"
"1628",25,"GA","EMORY UNIVERSITY",44,"Educational Instruction and Library Occupations","Georgia"
"1629",25,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",36,"Educational Instruction and Library Occupations","Georgia"
"1630",25,"GA","KNOWLEDGE RESOURCES GROUP, INC",31,"Educational Instruction and Library Occupations","Georgia"
"1631",25,"GA","THE UNIVERSITY OF GEORGIA",29,"Educational Instruction and Library Occupations","Georgia"
"1632",25,"GA","UNIVERSITY OF NORTH GEORGIA",25,"Educational Instruction and Library Occupations","Georgia"
"1633",25,"HI","UNIVERSITY OF HAWAII",33,"Educational Instruction and Library Occupations","Hawaii"
"1634",25,"HI","ASIA-PACIFIC CENTER FOR SECURITY STUDIES",3,"Educational Instruction and Library Occupations","Hawaii"
"1635",25,"HI","BRIGHAM YOUNG UNIVERSITY-HAWAII",3,"Educational Instruction and Library Occupations","Hawaii"
"1636",25,"HI","HAWAI'I PACIFIC UNIVERSITY",3,"Educational Instruction and Library Occupations","Hawaii"
"1637",25,"HI","CHAMINADE UNIVERSITY",2,"Educational Instruction and Library Occupations","Hawaii"
"1638",25,"IA","THE UNIVERSITY OF IOWA",82,"Educational Instruction and Library Occupations","Iowa"
"1639",25,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",35,"Educational Instruction and Library Occupations","Iowa"
"1640",25,"IA","UNIVERSITY OF NORTHERN IOWA",5,"Educational Instruction and Library Occupations","Iowa"
"1641",25,"IA","IOWA CITY DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER (VAMC)",4,"Educational Instruction and Library Occupations","Iowa"
"1642",25,"IA","MAHARISHI UNIVERSITY OF MANAGEMENT",4,"Educational Instruction and Library Occupations","Iowa"
"1643",25,"ID","BOISE STATE UNIVERSITY",12,"Educational Instruction and Library Occupations","Idaho"
"1644",25,"ID","IDAHO STATE UNIVERSITY",12,"Educational Instruction and Library Occupations","Idaho"
"1645",25,"ID","UNIVERSITY OF IDAHO",9,"Educational Instruction and Library Occupations","Idaho"
"1646",25,"ID","JEFFERSON JOINT SCHOOL DISTRICT #251",2,"Educational Instruction and Library Occupations","Idaho"
"1647",25,"ID","CITY OF BOISE",1,"Educational Instruction and Library Occupations","Idaho"
"1648",25,"IL","UNIVERSITY OF ILLINOIS",68,"Educational Instruction and Library Occupations","Illinois"
"1649",25,"IL","UNIVERSITY OF ILLINOIS AT CHICAGO",47,"Educational Instruction and Library Occupations","Illinois"
"1650",25,"IL","THE UNIVERSITY OF CHICAGO",42,"Educational Instruction and Library Occupations","Illinois"
"1651",25,"IL","NORTHWESTERN UNIVERSITY",35,"Educational Instruction and Library Occupations","Illinois"
"1652",25,"IL","DEPAUL UNIVERSITY",14,"Educational Instruction and Library Occupations","Illinois"
"1653",25,"IN","PURDUE UNIVERSITY",87,"Educational Instruction and Library Occupations","Indiana"
"1654",25,"IN","INDIANA UNIVERSITY",47,"Educational Instruction and Library Occupations","Indiana"
"1655",25,"IN","INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS",27,"Educational Instruction and Library Occupations","Indiana"
"1656",25,"IN","UNIVERSITY OF NOTRE DAME DU LAC",17,"Educational Instruction and Library Occupations","Indiana"
"1657",25,"IN","BALL STATE UNIVERSITY",11,"Educational Instruction and Library Occupations","Indiana"
"1658",25,"KS","KANSAS STATE UNIVERSITY",18,"Educational Instruction and Library Occupations","Kansas"
"1659",25,"KS","THE UNIVERSITY OF KANSAS MEDICAL CENTER",14,"Educational Instruction and Library Occupations","Kansas"
"1660",25,"KS","WICHITA STATE UNIVERSITY",14,"Educational Instruction and Library Occupations","Kansas"
"1661",25,"KS","THE UNIVERSITY OF KANSAS",13,"Educational Instruction and Library Occupations","Kansas"
"1662",25,"KS","UNIVERSITY OF KANSAS MEDICAL CENTER",8,"Educational Instruction and Library Occupations","Kansas"
"1663",25,"KY","UNIVERSITY OF LOUISVILLE",37,"Educational Instruction and Library Occupations","Kentucky"
"1664",25,"KY","UNIVERSITY OF KENTUCKY",31,"Educational Instruction and Library Occupations","Kentucky"
"1665",25,"KY","NORTHERN KENTUCKY UNIVERSITY",13,"Educational Instruction and Library Occupations","Kentucky"
"1666",25,"KY","MURRAY STATE UNIVERSITY",6,"Educational Instruction and Library Occupations","Kentucky"
"1667",25,"KY","WESTERN KENTUCKY UNIVERSITY",5,"Educational Instruction and Library Occupations","Kentucky"
"1668",25,"LA","THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND",49,"Educational Instruction and Library Occupations","Louisiana"
"1669",25,"LA","LOUISIANA STATE UNIVERSITY AND & COLLEGE",27,"Educational Instruction and Library Occupations","Louisiana"
"1670",25,"LA","LSU HEALTH SCIENCES CENTER",19,"Educational Instruction and Library Occupations","Louisiana"
"1671",25,"LA","LOUISIANA TECH UNIVERSITY",12,"Educational Instruction and Library Occupations","Louisiana"
"1672",25,"LA","UNIVERSITY OF LOUISIANA AT LAFAYETTE",11,"Educational Instruction and Library Occupations","Louisiana"
"1673",25,"MA","HARVARD UNIVERSITY",55,"Educational Instruction and Library Occupations","Massachusetts"
"1674",25,"MA","UNIVERSITY OF MASSACHUSETTS AMHERST",45,"Educational Instruction and Library Occupations","Massachusetts"
"1675",25,"MA","TRUSTEES OF BOSTON UNIVERSITY",43,"Educational Instruction and Library Occupations","Massachusetts"
"1676",25,"MA","NORTHEASTERN UNIVERSITY",26,"Educational Instruction and Library Occupations","Massachusetts"
"1677",25,"MA","SU ESCUELA LANGUAGE ACADEMY LLC",23,"Educational Instruction and Library Occupations","Massachusetts"
"1678",25,"MD","THE JOHNS HOPKINS UNIVERSITY",28,"Educational Instruction and Library Occupations","Maryland"
"1679",25,"MD","UNIVERSITY OF MARYLAND COLLEGE PARK",28,"Educational Instruction and Library Occupations","Maryland"
"1680",25,"MD","BALTIMORE CITY PUBLIC SCHOOLS",23,"Educational Instruction and Library Occupations","Maryland"
"1681",25,"MD","UNIVERSITY OF MARYLAND BALTIMORE COUNTY",14,"Educational Instruction and Library Occupations","Maryland"
"1682",25,"MD","TOWSON UNIVERSITY",13,"Educational Instruction and Library Occupations","Maryland"
"1683",25,"ME","COLBY COLLEGE",8,"Educational Instruction and Library Occupations","Maine"
"1684",25,"ME","UNIVERSITY OF MAINE",8,"Educational Instruction and Library Occupations","Maine"
"1685",25,"ME","BOWDOIN COLLEGE",7,"Educational Instruction and Library Occupations","Maine"
"1686",25,"ME","UNIVERSITY OF SOUTHERN MAINE",4,"Educational Instruction and Library Occupations","Maine"
"1687",25,"ME","BATES COLLEGE",3,"Educational Instruction and Library Occupations","Maine"
"1688",25,"MI","UNIVERSITY OF MICHIGAN",82,"Educational Instruction and Library Occupations","Michigan"
"1689",25,"MI","MICHIGAN STATE UNIVERSITY",37,"Educational Instruction and Library Occupations","Michigan"
"1690",25,"MI","WAYNE STATE UNIVERSITY",29,"Educational Instruction and Library Occupations","Michigan"
"1691",25,"MI","MICHIGAN TECHNOLOGICAL UNIVERSITY",22,"Educational Instruction and Library Occupations","Michigan"
"1692",25,"MI","OAKLAND UNIVERSITY",16,"Educational Instruction and Library Occupations","Michigan"
"1693",25,"MN","UNIVERSITY OF MINNESOTA",75,"Educational Instruction and Library Occupations","Minnesota"
"1694",25,"MN","MINNESOTA STATE COLLEGES AND UNIVERSITIES",30,"Educational Instruction and Library Occupations","Minnesota"
"1695",25,"MN","LAKES INTERNATIONAL LANGUAGE ACADEMY",23,"Educational Instruction and Library Occupations","Minnesota"
"1696",25,"MN","ST. CLOUD STATE UNIVERSITY",11,"Educational Instruction and Library Occupations","Minnesota"
"1697",25,"MN","YINGHUA ACADEMY",11,"Educational Instruction and Library Occupations","Minnesota"
"1698",25,"MO","THE CURATORS OF THE UNIVERSITY OF MISSOURI",60,"Educational Instruction and Library Occupations","Missouri"
"1699",25,"MO","WASHINGTON UNIVERSITY IN ST. LOUIS",60,"Educational Instruction and Library Occupations","Missouri"
"1700",25,"MO","SAINT LOUIS UNIVERSITY",21,"Educational Instruction and Library Occupations","Missouri"
"1701",25,"MO","MISSOURI STATE UNIVERSITY",19,"Educational Instruction and Library Occupations","Missouri"
"1702",25,"MO","MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY",14,"Educational Instruction and Library Occupations","Missouri"
"1703",25,"MS","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER",49,"Educational Instruction and Library Occupations","Mississippi"
